"","center","Beta","mu_ID","mu_DS","rho","eta","N","loglik"
"1447",1.947758e-07,1.37931034482759e-08,0.0827586206896552,0.75,1,1,192529,NA
"1448",0.166666666666667,1.37931034482759e-08,0.0827586206896552,0.75,1,1,192529,NA
"1449",0.75,1.37931034482759e-08,0.0827586206896552,0.75,1,1,192529,NA
"1450",1,1.37931034482759e-08,0.0827586206896552,0.75,1,1,192529,NA
"1451",1,1.37931034482759e-08,0.0827586206896552,0.75,1,1,192529,NA
"1452",192529,1.37931034482759e-08,0.0827586206896552,0.75,1,1,192529,NA
"1453",1.947758e-07,2.75862068965517e-08,0.0827586206896552,0.75,1,1,192529,NA
"1454",0.166666666666667,2.75862068965517e-08,0.0827586206896552,0.75,1,1,192529,NA
"1455",0.75,2.75862068965517e-08,0.0827586206896552,0.75,1,1,192529,NA
"1456",1,2.75862068965517e-08,0.0827586206896552,0.75,1,1,192529,NA
"1457",1,2.75862068965517e-08,0.0827586206896552,0.75,1,1,192529,NA
"1458",192529,2.75862068965517e-08,0.0827586206896552,0.75,1,1,192529,NA
"1459",1.947758e-07,4.13793103448276e-08,0.0827586206896552,0.75,1,1,192529,NA
"1460",0.166666666666667,4.13793103448276e-08,0.0827586206896552,0.75,1,1,192529,NA
"1461",0.75,4.13793103448276e-08,0.0827586206896552,0.75,1,1,192529,NA
"1462",1,4.13793103448276e-08,0.0827586206896552,0.75,1,1,192529,NA
"1463",1,4.13793103448276e-08,0.0827586206896552,0.75,1,1,192529,NA
"1464",192529,4.13793103448276e-08,0.0827586206896552,0.75,1,1,192529,NA
"1465",1.947758e-07,5.51724137931034e-08,0.0827586206896552,0.75,1,1,192529,NA
"1466",0.166666666666667,5.51724137931034e-08,0.0827586206896552,0.75,1,1,192529,NA
"1467",0.75,5.51724137931034e-08,0.0827586206896552,0.75,1,1,192529,NA
"1468",1,5.51724137931034e-08,0.0827586206896552,0.75,1,1,192529,NA
"1469",1,5.51724137931034e-08,0.0827586206896552,0.75,1,1,192529,NA
"1470",192529,5.51724137931034e-08,0.0827586206896552,0.75,1,1,192529,NA
"1471",1.947758e-07,6.89655172413793e-08,0.0827586206896552,0.75,1,1,192529,NA
"1472",0.166666666666667,6.89655172413793e-08,0.0827586206896552,0.75,1,1,192529,NA
"1473",0.75,6.89655172413793e-08,0.0827586206896552,0.75,1,1,192529,NA
"1474",1,6.89655172413793e-08,0.0827586206896552,0.75,1,1,192529,NA
"1475",1,6.89655172413793e-08,0.0827586206896552,0.75,1,1,192529,NA
"1476",192529,6.89655172413793e-08,0.0827586206896552,0.75,1,1,192529,NA
"1477",1.947758e-07,8.27586206896552e-08,0.0827586206896552,0.75,1,1,192529,NA
"1478",0.166666666666667,8.27586206896552e-08,0.0827586206896552,0.75,1,1,192529,NA
"1479",0.75,8.27586206896552e-08,0.0827586206896552,0.75,1,1,192529,NA
"1480",1,8.27586206896552e-08,0.0827586206896552,0.75,1,1,192529,NA
"1481",1,8.27586206896552e-08,0.0827586206896552,0.75,1,1,192529,NA
"1482",192529,8.27586206896552e-08,0.0827586206896552,0.75,1,1,192529,NA
"1483",1.947758e-07,9.6551724137931e-08,0.0827586206896552,0.75,1,1,192529,NA
"1484",0.166666666666667,9.6551724137931e-08,0.0827586206896552,0.75,1,1,192529,NA
"1485",0.75,9.6551724137931e-08,0.0827586206896552,0.75,1,1,192529,NA
"1486",1,9.6551724137931e-08,0.0827586206896552,0.75,1,1,192529,NA
"1487",1,9.6551724137931e-08,0.0827586206896552,0.75,1,1,192529,NA
"1488",192529,9.6551724137931e-08,0.0827586206896552,0.75,1,1,192529,NA
"1489",1.947758e-07,1.10344827586207e-07,0.0827586206896552,0.75,1,1,192529,NA
"1490",0.166666666666667,1.10344827586207e-07,0.0827586206896552,0.75,1,1,192529,NA
"1491",0.75,1.10344827586207e-07,0.0827586206896552,0.75,1,1,192529,NA
"1492",1,1.10344827586207e-07,0.0827586206896552,0.75,1,1,192529,NA
"1493",1,1.10344827586207e-07,0.0827586206896552,0.75,1,1,192529,NA
"1494",192529,1.10344827586207e-07,0.0827586206896552,0.75,1,1,192529,NA
"1495",1.947758e-07,1.24137931034483e-07,0.0827586206896552,0.75,1,1,192529,NA
"1496",0.166666666666667,1.24137931034483e-07,0.0827586206896552,0.75,1,1,192529,NA
"1497",0.75,1.24137931034483e-07,0.0827586206896552,0.75,1,1,192529,NA
"1498",1,1.24137931034483e-07,0.0827586206896552,0.75,1,1,192529,NA
"1499",1,1.24137931034483e-07,0.0827586206896552,0.75,1,1,192529,NA
"1500",192529,1.24137931034483e-07,0.0827586206896552,0.75,1,1,192529,NA
"1501",1.947758e-07,1.37931034482759e-07,0.0827586206896552,0.75,1,1,192529,NA
"1502",0.166666666666667,1.37931034482759e-07,0.0827586206896552,0.75,1,1,192529,NA
"1503",0.75,1.37931034482759e-07,0.0827586206896552,0.75,1,1,192529,NA
"1504",1,1.37931034482759e-07,0.0827586206896552,0.75,1,1,192529,NA
"1505",1,1.37931034482759e-07,0.0827586206896552,0.75,1,1,192529,NA
"1506",192529,1.37931034482759e-07,0.0827586206896552,0.75,1,1,192529,NA
"1507",1.947758e-07,1.51724137931034e-07,0.0827586206896552,0.75,1,1,192529,NA
"1508",0.166666666666667,1.51724137931034e-07,0.0827586206896552,0.75,1,1,192529,NA
"1509",0.75,1.51724137931034e-07,0.0827586206896552,0.75,1,1,192529,NA
"1510",1,1.51724137931034e-07,0.0827586206896552,0.75,1,1,192529,NA
"1511",1,1.51724137931034e-07,0.0827586206896552,0.75,1,1,192529,NA
"1512",192529,1.51724137931034e-07,0.0827586206896552,0.75,1,1,192529,NA
"1513",1.947758e-07,1.6551724137931e-07,0.0827586206896552,0.75,1,1,192529,NA
"1514",0.166666666666667,1.6551724137931e-07,0.0827586206896552,0.75,1,1,192529,NA
"1515",0.75,1.6551724137931e-07,0.0827586206896552,0.75,1,1,192529,NA
"1516",1,1.6551724137931e-07,0.0827586206896552,0.75,1,1,192529,NA
"1517",1,1.6551724137931e-07,0.0827586206896552,0.75,1,1,192529,NA
"1518",192529,1.6551724137931e-07,0.0827586206896552,0.75,1,1,192529,NA
"1519",1.947758e-07,1.79310344827586e-07,0.0827586206896552,0.75,1,1,192529,NA
"1520",0.166666666666667,1.79310344827586e-07,0.0827586206896552,0.75,1,1,192529,NA
"1521",0.75,1.79310344827586e-07,0.0827586206896552,0.75,1,1,192529,NA
"1522",1,1.79310344827586e-07,0.0827586206896552,0.75,1,1,192529,NA
"1523",1,1.79310344827586e-07,0.0827586206896552,0.75,1,1,192529,NA
"1524",192529,1.79310344827586e-07,0.0827586206896552,0.75,1,1,192529,NA
"1525",1.947758e-07,1.93103448275862e-07,0.0827586206896552,0.75,1,1,192529,NA
"1526",0.166666666666667,1.93103448275862e-07,0.0827586206896552,0.75,1,1,192529,NA
"1527",0.75,1.93103448275862e-07,0.0827586206896552,0.75,1,1,192529,NA
"1528",1,1.93103448275862e-07,0.0827586206896552,0.75,1,1,192529,NA
"1529",1,1.93103448275862e-07,0.0827586206896552,0.75,1,1,192529,NA
"1530",192529,1.93103448275862e-07,0.0827586206896552,0.75,1,1,192529,NA
"1531",1.947758e-07,2.06896551724138e-07,0.0827586206896552,0.75,1,1,192529,NA
"1532",0.166666666666667,2.06896551724138e-07,0.0827586206896552,0.75,1,1,192529,NA
"1533",0.75,2.06896551724138e-07,0.0827586206896552,0.75,1,1,192529,NA
"1534",1,2.06896551724138e-07,0.0827586206896552,0.75,1,1,192529,NA
"1535",1,2.06896551724138e-07,0.0827586206896552,0.75,1,1,192529,NA
"1536",192529,2.06896551724138e-07,0.0827586206896552,0.75,1,1,192529,NA
"1537",1.947758e-07,2.20689655172414e-07,0.0827586206896552,0.75,1,1,192529,NA
"1538",0.166666666666667,2.20689655172414e-07,0.0827586206896552,0.75,1,1,192529,NA
"1539",0.75,2.20689655172414e-07,0.0827586206896552,0.75,1,1,192529,NA
"1540",1,2.20689655172414e-07,0.0827586206896552,0.75,1,1,192529,NA
"1541",1,2.20689655172414e-07,0.0827586206896552,0.75,1,1,192529,NA
"1542",192529,2.20689655172414e-07,0.0827586206896552,0.75,1,1,192529,NA
"1543",1.947758e-07,2.3448275862069e-07,0.0827586206896552,0.75,1,1,192529,NA
"1544",0.166666666666667,2.3448275862069e-07,0.0827586206896552,0.75,1,1,192529,NA
"1545",0.75,2.3448275862069e-07,0.0827586206896552,0.75,1,1,192529,NA
"1546",1,2.3448275862069e-07,0.0827586206896552,0.75,1,1,192529,NA
"1547",1,2.3448275862069e-07,0.0827586206896552,0.75,1,1,192529,NA
"1548",192529,2.3448275862069e-07,0.0827586206896552,0.75,1,1,192529,NA
"1549",1.947758e-07,2.48275862068965e-07,0.0827586206896552,0.75,1,1,192529,NA
"1550",0.166666666666667,2.48275862068965e-07,0.0827586206896552,0.75,1,1,192529,NA
"1551",0.75,2.48275862068965e-07,0.0827586206896552,0.75,1,1,192529,NA
"1552",1,2.48275862068965e-07,0.0827586206896552,0.75,1,1,192529,NA
"1553",1,2.48275862068965e-07,0.0827586206896552,0.75,1,1,192529,NA
"1554",192529,2.48275862068965e-07,0.0827586206896552,0.75,1,1,192529,NA
"1555",1.947758e-07,2.62068965517241e-07,0.0827586206896552,0.75,1,1,192529,NA
"1556",0.166666666666667,2.62068965517241e-07,0.0827586206896552,0.75,1,1,192529,NA
"1557",0.75,2.62068965517241e-07,0.0827586206896552,0.75,1,1,192529,NA
"1558",1,2.62068965517241e-07,0.0827586206896552,0.75,1,1,192529,NA
"1559",1,2.62068965517241e-07,0.0827586206896552,0.75,1,1,192529,NA
"1560",192529,2.62068965517241e-07,0.0827586206896552,0.75,1,1,192529,NA
"1561",1.947758e-07,2.75862068965517e-07,0.0827586206896552,0.75,1,1,192529,NA
"1562",0.166666666666667,2.75862068965517e-07,0.0827586206896552,0.75,1,1,192529,NA
"1563",0.75,2.75862068965517e-07,0.0827586206896552,0.75,1,1,192529,NA
"1564",1,2.75862068965517e-07,0.0827586206896552,0.75,1,1,192529,NA
"1565",1,2.75862068965517e-07,0.0827586206896552,0.75,1,1,192529,NA
"1566",192529,2.75862068965517e-07,0.0827586206896552,0.75,1,1,192529,NA
"1567",1.947758e-07,2.89655172413793e-07,0.0827586206896552,0.75,1,1,192529,NA
"1568",0.166666666666667,2.89655172413793e-07,0.0827586206896552,0.75,1,1,192529,NA
"1569",0.75,2.89655172413793e-07,0.0827586206896552,0.75,1,1,192529,NA
"1570",1,2.89655172413793e-07,0.0827586206896552,0.75,1,1,192529,NA
"1571",1,2.89655172413793e-07,0.0827586206896552,0.75,1,1,192529,NA
"1572",192529,2.89655172413793e-07,0.0827586206896552,0.75,1,1,192529,NA
"1573",1.947758e-07,3.03448275862069e-07,0.0827586206896552,0.75,1,1,192529,NA
"1574",0.166666666666667,3.03448275862069e-07,0.0827586206896552,0.75,1,1,192529,NA
"1575",0.75,3.03448275862069e-07,0.0827586206896552,0.75,1,1,192529,NA
"1576",1,3.03448275862069e-07,0.0827586206896552,0.75,1,1,192529,NA
"1577",1,3.03448275862069e-07,0.0827586206896552,0.75,1,1,192529,NA
"1578",192529,3.03448275862069e-07,0.0827586206896552,0.75,1,1,192529,NA
"1579",1.947758e-07,3.17241379310345e-07,0.0827586206896552,0.75,1,1,192529,NA
"1580",0.166666666666667,3.17241379310345e-07,0.0827586206896552,0.75,1,1,192529,NA
"1581",0.75,3.17241379310345e-07,0.0827586206896552,0.75,1,1,192529,NA
"1582",1,3.17241379310345e-07,0.0827586206896552,0.75,1,1,192529,NA
"1583",1,3.17241379310345e-07,0.0827586206896552,0.75,1,1,192529,NA
"1584",192529,3.17241379310345e-07,0.0827586206896552,0.75,1,1,192529,NA
"1585",1.947758e-07,3.31034482758621e-07,0.0827586206896552,0.75,1,1,192529,NA
"1586",0.166666666666667,3.31034482758621e-07,0.0827586206896552,0.75,1,1,192529,NA
"1587",0.75,3.31034482758621e-07,0.0827586206896552,0.75,1,1,192529,NA
"1588",1,3.31034482758621e-07,0.0827586206896552,0.75,1,1,192529,NA
"1589",1,3.31034482758621e-07,0.0827586206896552,0.75,1,1,192529,NA
"1590",192529,3.31034482758621e-07,0.0827586206896552,0.75,1,1,192529,NA
"1591",1.947758e-07,3.44827586206897e-07,0.0827586206896552,0.75,1,1,192529,NA
"1592",0.166666666666667,3.44827586206897e-07,0.0827586206896552,0.75,1,1,192529,NA
"1593",0.75,3.44827586206897e-07,0.0827586206896552,0.75,1,1,192529,NA
"1594",1,3.44827586206897e-07,0.0827586206896552,0.75,1,1,192529,NA
"1595",1,3.44827586206897e-07,0.0827586206896552,0.75,1,1,192529,NA
"1596",192529,3.44827586206897e-07,0.0827586206896552,0.75,1,1,192529,NA
"1597",1.947758e-07,3.58620689655172e-07,0.0827586206896552,0.75,1,1,192529,NA
"1598",0.166666666666667,3.58620689655172e-07,0.0827586206896552,0.75,1,1,192529,NA
"1599",0.75,3.58620689655172e-07,0.0827586206896552,0.75,1,1,192529,NA
"1600",1,3.58620689655172e-07,0.0827586206896552,0.75,1,1,192529,NA
"1601",1,3.58620689655172e-07,0.0827586206896552,0.75,1,1,192529,NA
"1602",192529,3.58620689655172e-07,0.0827586206896552,0.75,1,1,192529,NA
"1603",1.947758e-07,3.72413793103448e-07,0.0827586206896552,0.75,1,1,192529,NA
"1604",0.166666666666667,3.72413793103448e-07,0.0827586206896552,0.75,1,1,192529,NA
"1605",0.75,3.72413793103448e-07,0.0827586206896552,0.75,1,1,192529,NA
"1606",1,3.72413793103448e-07,0.0827586206896552,0.75,1,1,192529,NA
"1607",1,3.72413793103448e-07,0.0827586206896552,0.75,1,1,192529,NA
"1608",192529,3.72413793103448e-07,0.0827586206896552,0.75,1,1,192529,NA
"1609",1.947758e-07,3.86206896551724e-07,0.0827586206896552,0.75,1,1,192529,NA
"1610",0.166666666666667,3.86206896551724e-07,0.0827586206896552,0.75,1,1,192529,NA
"1611",0.75,3.86206896551724e-07,0.0827586206896552,0.75,1,1,192529,NA
"1612",1,3.86206896551724e-07,0.0827586206896552,0.75,1,1,192529,NA
"1613",1,3.86206896551724e-07,0.0827586206896552,0.75,1,1,192529,NA
"1614",192529,3.86206896551724e-07,0.0827586206896552,0.75,1,1,192529,NA
"1615",1.947758e-07,4e-07,0.0827586206896552,0.75,1,1,192529,NA
"1616",0.166666666666667,4e-07,0.0827586206896552,0.75,1,1,192529,NA
"1617",0.75,4e-07,0.0827586206896552,0.75,1,1,192529,NA
"1618",1,4e-07,0.0827586206896552,0.75,1,1,192529,NA
"1619",1,4e-07,0.0827586206896552,0.75,1,1,192529,NA
"1620",192529,4e-07,0.0827586206896552,0.75,1,1,192529,NA
"1621",1.947758e-07,0,0.0931034482758621,0.75,1,1,192529,NA
"1622",0.166666666666667,0,0.0931034482758621,0.75,1,1,192529,NA
"1623",0.75,0,0.0931034482758621,0.75,1,1,192529,NA
"1624",1,0,0.0931034482758621,0.75,1,1,192529,NA
"1625",1,0,0.0931034482758621,0.75,1,1,192529,NA
"1626",192529,0,0.0931034482758621,0.75,1,1,192529,NA
"1627",1.947758e-07,1.37931034482759e-08,0.0931034482758621,0.75,1,1,192529,NA
"1628",0.166666666666667,1.37931034482759e-08,0.0931034482758621,0.75,1,1,192529,NA
"1629",0.75,1.37931034482759e-08,0.0931034482758621,0.75,1,1,192529,NA
"1630",1,1.37931034482759e-08,0.0931034482758621,0.75,1,1,192529,NA
"1631",1,1.37931034482759e-08,0.0931034482758621,0.75,1,1,192529,NA
"1632",192529,1.37931034482759e-08,0.0931034482758621,0.75,1,1,192529,NA
"1633",1.947758e-07,2.75862068965517e-08,0.0931034482758621,0.75,1,1,192529,NA
"1634",0.166666666666667,2.75862068965517e-08,0.0931034482758621,0.75,1,1,192529,NA
"1635",0.75,2.75862068965517e-08,0.0931034482758621,0.75,1,1,192529,NA
"1636",1,2.75862068965517e-08,0.0931034482758621,0.75,1,1,192529,NA
"1637",1,2.75862068965517e-08,0.0931034482758621,0.75,1,1,192529,NA
"1638",192529,2.75862068965517e-08,0.0931034482758621,0.75,1,1,192529,NA
"1639",1.947758e-07,4.13793103448276e-08,0.0931034482758621,0.75,1,1,192529,NA
"1640",0.166666666666667,4.13793103448276e-08,0.0931034482758621,0.75,1,1,192529,NA
"1641",0.75,4.13793103448276e-08,0.0931034482758621,0.75,1,1,192529,NA
"1642",1,4.13793103448276e-08,0.0931034482758621,0.75,1,1,192529,NA
"1643",1,4.13793103448276e-08,0.0931034482758621,0.75,1,1,192529,NA
"1644",192529,4.13793103448276e-08,0.0931034482758621,0.75,1,1,192529,NA
"1645",1.947758e-07,5.51724137931034e-08,0.0931034482758621,0.75,1,1,192529,NA
"1646",0.166666666666667,5.51724137931034e-08,0.0931034482758621,0.75,1,1,192529,NA
"1647",0.75,5.51724137931034e-08,0.0931034482758621,0.75,1,1,192529,NA
"1648",1,5.51724137931034e-08,0.0931034482758621,0.75,1,1,192529,NA
"1649",1,5.51724137931034e-08,0.0931034482758621,0.75,1,1,192529,NA
"1650",192529,5.51724137931034e-08,0.0931034482758621,0.75,1,1,192529,NA
"1651",1.947758e-07,6.89655172413793e-08,0.0931034482758621,0.75,1,1,192529,NA
"1652",0.166666666666667,6.89655172413793e-08,0.0931034482758621,0.75,1,1,192529,NA
"1653",0.75,6.89655172413793e-08,0.0931034482758621,0.75,1,1,192529,NA
"1654",1,6.89655172413793e-08,0.0931034482758621,0.75,1,1,192529,NA
"1655",1,6.89655172413793e-08,0.0931034482758621,0.75,1,1,192529,NA
"1656",192529,6.89655172413793e-08,0.0931034482758621,0.75,1,1,192529,NA
"1657",1.947758e-07,8.27586206896552e-08,0.0931034482758621,0.75,1,1,192529,NA
"1658",0.166666666666667,8.27586206896552e-08,0.0931034482758621,0.75,1,1,192529,NA
"1659",0.75,8.27586206896552e-08,0.0931034482758621,0.75,1,1,192529,NA
"1660",1,8.27586206896552e-08,0.0931034482758621,0.75,1,1,192529,NA
"1661",1,8.27586206896552e-08,0.0931034482758621,0.75,1,1,192529,NA
"1662",192529,8.27586206896552e-08,0.0931034482758621,0.75,1,1,192529,NA
"1663",1.947758e-07,9.6551724137931e-08,0.0931034482758621,0.75,1,1,192529,NA
"1664",0.166666666666667,9.6551724137931e-08,0.0931034482758621,0.75,1,1,192529,NA
"1665",0.75,9.6551724137931e-08,0.0931034482758621,0.75,1,1,192529,NA
"1666",1,9.6551724137931e-08,0.0931034482758621,0.75,1,1,192529,NA
"1667",1,9.6551724137931e-08,0.0931034482758621,0.75,1,1,192529,NA
"1668",192529,9.6551724137931e-08,0.0931034482758621,0.75,1,1,192529,NA
"1669",1.947758e-07,1.10344827586207e-07,0.0931034482758621,0.75,1,1,192529,NA
"1670",0.166666666666667,1.10344827586207e-07,0.0931034482758621,0.75,1,1,192529,NA
"1671",0.75,1.10344827586207e-07,0.0931034482758621,0.75,1,1,192529,NA
"1672",1,1.10344827586207e-07,0.0931034482758621,0.75,1,1,192529,NA
"1673",1,1.10344827586207e-07,0.0931034482758621,0.75,1,1,192529,NA
"1674",192529,1.10344827586207e-07,0.0931034482758621,0.75,1,1,192529,NA
"1675",1.947758e-07,1.24137931034483e-07,0.0931034482758621,0.75,1,1,192529,NA
"1676",0.166666666666667,1.24137931034483e-07,0.0931034482758621,0.75,1,1,192529,NA
"1677",0.75,1.24137931034483e-07,0.0931034482758621,0.75,1,1,192529,NA
"1678",1,1.24137931034483e-07,0.0931034482758621,0.75,1,1,192529,NA
"1679",1,1.24137931034483e-07,0.0931034482758621,0.75,1,1,192529,NA
"1680",192529,1.24137931034483e-07,0.0931034482758621,0.75,1,1,192529,NA
"1681",1.947758e-07,1.37931034482759e-07,0.0931034482758621,0.75,1,1,192529,NA
"1682",0.166666666666667,1.37931034482759e-07,0.0931034482758621,0.75,1,1,192529,NA
"1683",0.75,1.37931034482759e-07,0.0931034482758621,0.75,1,1,192529,NA
"1684",1,1.37931034482759e-07,0.0931034482758621,0.75,1,1,192529,NA
"1685",1,1.37931034482759e-07,0.0931034482758621,0.75,1,1,192529,NA
"1686",192529,1.37931034482759e-07,0.0931034482758621,0.75,1,1,192529,NA
"1687",1.947758e-07,1.51724137931034e-07,0.0931034482758621,0.75,1,1,192529,NA
"1688",0.166666666666667,1.51724137931034e-07,0.0931034482758621,0.75,1,1,192529,NA
"1689",0.75,1.51724137931034e-07,0.0931034482758621,0.75,1,1,192529,NA
"1690",1,1.51724137931034e-07,0.0931034482758621,0.75,1,1,192529,NA
"1691",1,1.51724137931034e-07,0.0931034482758621,0.75,1,1,192529,NA
"1692",192529,1.51724137931034e-07,0.0931034482758621,0.75,1,1,192529,NA
"1693",1.947758e-07,1.6551724137931e-07,0.0931034482758621,0.75,1,1,192529,NA
"1694",0.166666666666667,1.6551724137931e-07,0.0931034482758621,0.75,1,1,192529,NA
"1695",0.75,1.6551724137931e-07,0.0931034482758621,0.75,1,1,192529,NA
"1696",1,1.6551724137931e-07,0.0931034482758621,0.75,1,1,192529,NA
"1697",1,1.6551724137931e-07,0.0931034482758621,0.75,1,1,192529,NA
"1698",192529,1.6551724137931e-07,0.0931034482758621,0.75,1,1,192529,NA
"1699",1.947758e-07,1.79310344827586e-07,0.0931034482758621,0.75,1,1,192529,NA
"1700",0.166666666666667,1.79310344827586e-07,0.0931034482758621,0.75,1,1,192529,NA
"1701",0.75,1.79310344827586e-07,0.0931034482758621,0.75,1,1,192529,NA
"1702",1,1.79310344827586e-07,0.0931034482758621,0.75,1,1,192529,NA
"1703",1,1.79310344827586e-07,0.0931034482758621,0.75,1,1,192529,NA
"1704",192529,1.79310344827586e-07,0.0931034482758621,0.75,1,1,192529,NA
"1705",1.947758e-07,1.93103448275862e-07,0.0931034482758621,0.75,1,1,192529,NA
"1706",0.166666666666667,1.93103448275862e-07,0.0931034482758621,0.75,1,1,192529,NA
"1707",0.75,1.93103448275862e-07,0.0931034482758621,0.75,1,1,192529,NA
"1708",1,1.93103448275862e-07,0.0931034482758621,0.75,1,1,192529,NA
"1709",1,1.93103448275862e-07,0.0931034482758621,0.75,1,1,192529,NA
"1710",192529,1.93103448275862e-07,0.0931034482758621,0.75,1,1,192529,NA
"1711",1.947758e-07,2.06896551724138e-07,0.0931034482758621,0.75,1,1,192529,NA
"1712",0.166666666666667,2.06896551724138e-07,0.0931034482758621,0.75,1,1,192529,NA
"1713",0.75,2.06896551724138e-07,0.0931034482758621,0.75,1,1,192529,NA
"1714",1,2.06896551724138e-07,0.0931034482758621,0.75,1,1,192529,NA
"1715",1,2.06896551724138e-07,0.0931034482758621,0.75,1,1,192529,NA
"1716",192529,2.06896551724138e-07,0.0931034482758621,0.75,1,1,192529,NA
"1717",1.947758e-07,2.20689655172414e-07,0.0931034482758621,0.75,1,1,192529,NA
"1718",0.166666666666667,2.20689655172414e-07,0.0931034482758621,0.75,1,1,192529,NA
"1719",0.75,2.20689655172414e-07,0.0931034482758621,0.75,1,1,192529,NA
"1720",1,2.20689655172414e-07,0.0931034482758621,0.75,1,1,192529,NA
"1721",1,2.20689655172414e-07,0.0931034482758621,0.75,1,1,192529,NA
"1722",192529,2.20689655172414e-07,0.0931034482758621,0.75,1,1,192529,NA
"1723",1.947758e-07,2.3448275862069e-07,0.0931034482758621,0.75,1,1,192529,NA
"1724",0.166666666666667,2.3448275862069e-07,0.0931034482758621,0.75,1,1,192529,NA
"1725",0.75,2.3448275862069e-07,0.0931034482758621,0.75,1,1,192529,NA
"1726",1,2.3448275862069e-07,0.0931034482758621,0.75,1,1,192529,NA
"1727",1,2.3448275862069e-07,0.0931034482758621,0.75,1,1,192529,NA
"1728",192529,2.3448275862069e-07,0.0931034482758621,0.75,1,1,192529,NA
"1729",1.947758e-07,2.48275862068965e-07,0.0931034482758621,0.75,1,1,192529,NA
"1730",0.166666666666667,2.48275862068965e-07,0.0931034482758621,0.75,1,1,192529,NA
"1731",0.75,2.48275862068965e-07,0.0931034482758621,0.75,1,1,192529,NA
"1732",1,2.48275862068965e-07,0.0931034482758621,0.75,1,1,192529,NA
"1733",1,2.48275862068965e-07,0.0931034482758621,0.75,1,1,192529,NA
"1734",192529,2.48275862068965e-07,0.0931034482758621,0.75,1,1,192529,NA
"1735",1.947758e-07,2.62068965517241e-07,0.0931034482758621,0.75,1,1,192529,NA
"1736",0.166666666666667,2.62068965517241e-07,0.0931034482758621,0.75,1,1,192529,NA
"1737",0.75,2.62068965517241e-07,0.0931034482758621,0.75,1,1,192529,NA
"1738",1,2.62068965517241e-07,0.0931034482758621,0.75,1,1,192529,NA
"1739",1,2.62068965517241e-07,0.0931034482758621,0.75,1,1,192529,NA
"1740",192529,2.62068965517241e-07,0.0931034482758621,0.75,1,1,192529,NA
"1741",1.947758e-07,2.75862068965517e-07,0.0931034482758621,0.75,1,1,192529,NA
"1742",0.166666666666667,2.75862068965517e-07,0.0931034482758621,0.75,1,1,192529,NA
"1743",0.75,2.75862068965517e-07,0.0931034482758621,0.75,1,1,192529,NA
"1744",1,2.75862068965517e-07,0.0931034482758621,0.75,1,1,192529,NA
"1745",1,2.75862068965517e-07,0.0931034482758621,0.75,1,1,192529,NA
"1746",192529,2.75862068965517e-07,0.0931034482758621,0.75,1,1,192529,NA
"1747",1.947758e-07,2.89655172413793e-07,0.0931034482758621,0.75,1,1,192529,NA
"1748",0.166666666666667,2.89655172413793e-07,0.0931034482758621,0.75,1,1,192529,NA
"1749",0.75,2.89655172413793e-07,0.0931034482758621,0.75,1,1,192529,NA
"1750",1,2.89655172413793e-07,0.0931034482758621,0.75,1,1,192529,NA
"1751",1,2.89655172413793e-07,0.0931034482758621,0.75,1,1,192529,NA
"1752",192529,2.89655172413793e-07,0.0931034482758621,0.75,1,1,192529,NA
"1753",1.947758e-07,3.03448275862069e-07,0.0931034482758621,0.75,1,1,192529,NA
"1754",0.166666666666667,3.03448275862069e-07,0.0931034482758621,0.75,1,1,192529,NA
"1755",0.75,3.03448275862069e-07,0.0931034482758621,0.75,1,1,192529,NA
"1756",1,3.03448275862069e-07,0.0931034482758621,0.75,1,1,192529,NA
"1757",1,3.03448275862069e-07,0.0931034482758621,0.75,1,1,192529,NA
"1758",192529,3.03448275862069e-07,0.0931034482758621,0.75,1,1,192529,NA
"1759",1.947758e-07,3.17241379310345e-07,0.0931034482758621,0.75,1,1,192529,NA
"1760",0.166666666666667,3.17241379310345e-07,0.0931034482758621,0.75,1,1,192529,NA
"1761",0.75,3.17241379310345e-07,0.0931034482758621,0.75,1,1,192529,NA
"1762",1,3.17241379310345e-07,0.0931034482758621,0.75,1,1,192529,NA
"1763",1,3.17241379310345e-07,0.0931034482758621,0.75,1,1,192529,NA
"1764",192529,3.17241379310345e-07,0.0931034482758621,0.75,1,1,192529,NA
"1765",1.947758e-07,3.31034482758621e-07,0.0931034482758621,0.75,1,1,192529,NA
"1766",0.166666666666667,3.31034482758621e-07,0.0931034482758621,0.75,1,1,192529,NA
"1767",0.75,3.31034482758621e-07,0.0931034482758621,0.75,1,1,192529,NA
"1768",1,3.31034482758621e-07,0.0931034482758621,0.75,1,1,192529,NA
"1769",1,3.31034482758621e-07,0.0931034482758621,0.75,1,1,192529,NA
"1770",192529,3.31034482758621e-07,0.0931034482758621,0.75,1,1,192529,NA
"1771",1.947758e-07,3.44827586206897e-07,0.0931034482758621,0.75,1,1,192529,NA
"1772",0.166666666666667,3.44827586206897e-07,0.0931034482758621,0.75,1,1,192529,NA
"1773",0.75,3.44827586206897e-07,0.0931034482758621,0.75,1,1,192529,NA
"1774",1,3.44827586206897e-07,0.0931034482758621,0.75,1,1,192529,NA
"1775",1,3.44827586206897e-07,0.0931034482758621,0.75,1,1,192529,NA
"1776",192529,3.44827586206897e-07,0.0931034482758621,0.75,1,1,192529,NA
